Word,Count,Prevalence,FreqZipfUS
nursery,7,2.437,3.61
nurseryman,10,0.347,1.292
nursing,7,2.443,3.802
nursling,8,-0.074,1.292
nurturance,10,0.052,1.292
nurture,7,2.079,2.872
nurturer,8,1.518,1.894
nut,3,2.334,4.194
nutation,8,-0.8,1.292
nutcase,7,1.952,3.124
nutcracker,10,2.431,2.86
nutcrackers,11,2.003,1.991
nutgall,7,-1.159,1.292
nuthatch,8,0.01,1.991
nuthouse,8,1.525,2.964
nutlike,7,0.783,1.292
nutmeg,6,2.073,2.86
nutpick,7,-0.46,1.991
nutria,6,-0.077,1.292
nutrient,8,2.12,2.593
nutriment,9,0.296,1.292
nutrimental,11,-0.284,1.292
nutrition,9,2.254,2.982
nutritional,11,2.433,2.614
nutritionally,13,2.155,1.991
nutritionist,12,2.226,2.406
nutritious,10,2.263,2.955
nutritiously,12,1.358,1.292
nutritive,9,0.814,1.593
nutshell,8,2.342,2.982
nutter,6,1.142,2.769
nuttiness,9,1.821,2.07
nutty,5,2.434,3.554
nuzzle,6,1.589,2.195
nylon,5,2.09,3.137
nymph,5,2.152,2.883
nymphet,7,0.285,1.769
nymphomania,11,1.735,2.333
nymphomaniac,12,1.693,2.739
nystagmus,9,-0.728,1.769
o,1,-0.237,5.274
oaf,3,1.827,2.999
oafish,6,0.509,1.769
oafishly,8,0.618,1.292
oafishness,10,0.96,1.292
oak,3,2.085,3.75
oaken,5,0.596,1.769
oakum,5,-0.637,1.991
oaky,4,0.419,2.07
oar,3,1.935,2.925
oared,5,0.447,1.292
oarfish,7,0.092,1.292
oarlock,7,-0.069,1.292
oarsman,7,1.397,1.894
oarswoman,9,0.632,1.292
oases,5,0.346,1.292
oasis,5,2.167,3.287
oat,3,2.407,2.739
oatcake,7,0.869,1.292
oaten,5,-0.346,1.292
oath,4,2.24,3.995
oatmeal,7,2.232,3.522
oats,4,2.341,3.317
obbligato,9,-0.477,1.894
obduracy,8,-0.177,1.292
obdurate,8,0.237,1.769
obdurately,10,-0.016,1.292
obdurateness,12,-0.142,1.292
obeah,5,-1.399,2.292
obedience,9,2.153,3.236
obedient,8,2.441,3.296
obediently,10,1.949,1.769
obeisance,9,0.246,1.991
obeisant,8,-0.036,1.292
obelisk,7,1.168,2.07
obese,5,2.342,2.707
obesity,7,2.334,2.634
obey,4,2.344,3.952
obfuscate,9,0.626,2.07
obfuscation,11,0.557,1.593
obfuscator,10,0.315,1.292
obi,3,-0.471,2.438
obit,4,0.298,2.137
obiter,6,-0.45,1.292
obituary,8,2.197,3.131
object,6,2.434,4.411
objectification,15,1.931,2.195
objectify,9,1.945,2.371
objection,9,2.306,4.337
objectionable,13,2.258,2.593
objectionably,13,1.618,1.292
objective,9,2.435,3.848
objectively,11,2.162,3.008
objectiveness,13,1.752,1.292
objectivism,11,1.703,1.292
objectivist,11,1.351,1.292
objectivistic,13,0.473,1.292
objectivity,11,2.243,2.883
objectless,10,1.106,1.292
objector,8,1.672,2.496
objurgate,9,-0.431,1.292
oblast,6,-0.496,1.292
oblate,6,0.323,1.769
oblation,8,0.202,1.292
obligate,8,2.038,2.137
obligation,10,2.338,3.83
obligator,9,1.065,1.292
obligatorily,12,1.232,1.292
obligatory,10,2.259,2.634
oblige,6,2.334,3.349
obliged,7,2.169,3.763
obliging,8,1.788,2.547
obligingly,10,1.396,2.07
obligingness,12,0.205,1.292
obligor,7,-0.51,1.292
oblique,7,2.249,2.672
obliquely,9,1.567,1.769
obliqueness,11,1.723,1.292
obliquity,9,0.238,1.769
obliterate,10,2.153,2.571
obliteration,12,2.422,2.195
obliterator,11,1.629,1.292
oblivion,8,2.431,3.3
oblivious,9,2.238,3.032
obliviously,11,1.892,1.292
obliviousness,13,1.499,1.593
oblong,6,1.907,2.137
obloquy,7,-0.781,1.593
obnoxious,9,2.241,3.547
obnoxiously,11,2.226,1.769
obnoxiousness,13,1.838,1.769
oboe,4,1.288,2.571
oboist,6,0.098,1.292
obscene,7,2.245,3.54
obscenely,9,2.174,2.406
obsceneness,11,0.94,1.292
obscenity,9,2.19,3.024
obscurant,9,0.359,1.292
obscurantism,12,-0.196,1.593
obscurantist,12,-0.293,1.593
obscuration,11,0.406,1.292
obscure,7,2.26,3.416
obscurely,9,2.132,1.593
obscurer,8,1.157,1.292
obscurity,9,2.26,2.739
obsequious,10,0.861,2.333
obsequiously,12,0.792,1.292
obsequiousness,14,0.611,1.292
obsequy,7,-0.472,1.292
observability,13,1.724,1.292
observable,10,1.967,1.991
observably,10,1.333,1.292
observance,10,2.038,1.894
observant,9,2.325,3.091
observantly,11,1.544,1.292
observation,11,2.576,3.873
observational,13,2.069,2.07
observationally,15,1.364,1.292
observatory,11,2.438,3.008
observe,7,2.576,3.991
observer,8,2.108,3.568
observing,9,2.298,3.456
obsess,6,1.879,2.797
obsessed,8,2.437,4.014
obsession,9,2.442,3.754
obsessional,11,0.923,1.894
obsessive,9,2.324,3.251
obsessively,11,2.576,2.333
obsidian,8,1.267,1.894
obsolesce,9,0.636,1.292
obsolescence,12,1.29,1.991
obsolescent,11,0.974,1.593
obsolete,8,2.576,3.287
obsoleteness,12,1.075,1.292
obstacle,8,2.576,3.416
obstetric,9,1.171,2.137
obstetrical,11,0.767,1.292
obstetrically,13,0.81,1.292
obstetrician,12,1.665,2.438
obstetrics,10,1.113,2.195
obstinacy,9,1.1,2.07
obstinate,9,1.638,2.964
obstinately,11,1.536,1.292
obstreperous,12,0.193,1.292
obstreperously,14,0.111,1.292
obstreperousness,16,-0.041,1.292
obstruct,8,2.576,2.783
obstructer,10,1.052,1.292
obstruction,11,2.576,3.382
obstructionism,14,1.376,1.292
obstructionist,14,1.379,1.292
obstructive,11,2.234,1.292
obstructively,13,1.781,1.292
obstruent,9,-0.013,1.292
obtain,6,2.341,3.573
obtainable,10,1.963,1.292
obtainer,8,1.627,1.593
obtainment,10,0.88,1.292
obtrude,7,0.339,1.593
obtrusion,9,1.495,1.292
obtrusive,9,1.829,1.769
obtrusively,11,1.793,1.292
obtrusiveness,13,2.019,1.292
obtund,6,-0.7,1.292
obtuse,6,1.924,2.438
obtusely,8,1.841,1.292
obtuseness,10,1.549,1.292
obverse,7,0.646,1.292
obvert,6,0.113,1.292
obviate,7,0.528,1.769
obviation,9,0.208,1.292
obvious,7,2.432,4.471
obviously,9,2.3,4.781
obviousness,11,1.262,1.593
ocarina,7,0.083,1.894
occasion,8,2.318,4.219
occasional,10,2.237,3.593
occasionally,12,2.341,3.854
occident,8,0.356,1.593
occidental,10,0.846,2.195
occipital,9,0.601,2.86
occlude,7,0.827,1.769
occlusal,8,-0.112,1.593
occlusion,9,1.05,2.195
occlusive,9,0.794,1.292
occult,6,1.679,3.2
occultation,11,0.448,1.292
occulting,9,0.587,1.292
occultism,9,1.224,1.894
occultist,9,1.32,1.593
occupancy,9,2.174,2.468
occupant,8,2.434,2.915
occupation,10,2.425,3.616
occupational,12,2.333,3.178
occupationally,14,1.637,1.292
occupier,8,1.915,1.292
occupy,6,2.25,3.396
occur,5,2.33,3.872
occurrence,10,2.237,3.077
ocean,5,2.34,4.481
oceanfront,10,1.74,1.894
oceanic,7,1.968,2.797
oceanographer,13,1.83,1.991
oceanographic,13,1.486,2.406
oceanographically,17,0.812,1.292
oceanography,12,1.974,2.195
ocelot,6,1.09,1.769
ocher,5,-0.106,1.292
ochre,5,0.671,1.292
ochroid,7,-0.682,1.292
ocotillo,8,-1.074,1.769
octagon,7,2.19,2.371
octagonal,9,1.837,2.137
octahedral,10,0.579,1.292
octahedron,10,0.716,1.292
octal,5,0.357,1.292
octane,6,2.022,1.991
octant,6,0.264,1.894
octave,6,2.143,2.468
octavo,6,0.122,1.593
octet,5,0.716,1.593
octillion,9,0.305,1.593
october,7,2.128,3.997
octogenarian,12,1.075,2.07
octopi,6,1.343,1.769
octopod,7,0.853,1.292
octopus,7,2.117,3.292
octoroon,8,-0.431,1.593
ocular,6,1.476,2.634
oculist,7,0.551,1.991
oculomotor,10,-0.147,1.769
oculus,6,0.905,1.769
odalisque,9,-0.59,1.593
odd,3,2.326,4.381
oddball,7,2.219,2.836
oddity,6,2.123,2.137
oddly,5,2.107,3.317
oddment,7,0.046,1.292
oddments,8,0.116,1.593
oddness,7,1.866,1.894
odds,4,2.436,4.279
ode,3,1.63,2.915
odiferous,9,0.808,1.593
odious,6,1.06,2.707
odiously,8,1.043,1.292
odiousness,10,1.038,1.292
odium,5,0.448,1.292
odometer,8,1.454,2.371
odontoid,8,-0.569,1.593
odor,4,1.753,3.371
odorant,7,0.624,1.593
odoriferous,11,0.712,1.292
odorize,7,1.124,1.292
odorless,8,1.946,2.468
odorous,7,2.045,1.593
odorously,9,0.929,1.292
odyssey,7,2.224,2.955
oedipal,7,0.495,2.634
oenological,11,-0.153,1.292
oenologist,10,-0.193,1.292
oenology,8,-0.298,1.292
oenophile,9,-0.003,1.292
oeuvre,6,0.334,2.547
of,2,2.318,7.063
off,3,2.331,6.071
offal,5,0.362,2.292
offbeat,7,2.194,2.547
offence,7,1.209,3.73
offend,6,2.576,3.718
offended,8,2.325,3.877
offender,8,2.335,3.441
offense,7,1.902,4.217
offensive,9,2.324,3.808
offensively,11,2.163,1.769
offensiveness,13,1.94,1.894
offer,5,2.576,4.873
offering,8,2.576,4.183
offertory,9,0.103,1.593
offhand,7,2.012,2.964
offhanded,9,1.862,1.292
offhandedly,11,1.627,1.292
offhandedness,13,1.458,1.292
office,6,2.318,5.309
officeholder,12,1.063,1.292
officemate,10,1.093,1.593
officer,7,2.434,5.013
official,8,2.444,4.38
officialdom,11,0.245,1.593
officially,10,2.43,4.182
officiate,9,1.839,2.371
officiator,10,1.403,1.292
officinal,9,-0.924,1.292
officious,9,0.873,2.246
officiously,11,0.763,1.769
officiousness,13,0.622,1.769
offing,6,0.998,2.522
offish,6,0.59,1.593
offline,7,2.196,2.654
offload,7,1.491,1.991
offprint,8,0.472,1.292
offputting,10,1.532,1.292
offscreen,9,1.867,1.593
offset,6,2.431,2.769
offshoot,8,1.687,2.195
offshore,8,2.248,3.356
offside,7,1.978,2.371
offspring,9,2.186,3.409
offstage,8,1.946,2.654
oft,3,1.043,2.634
often,5,2.436,4.758
oftentimes,10,1.132,2.614
ogee,4,-0.72,1.292
ogle,4,1.262,2.593
ogre,4,1.741,3.149
ogress,6,-0.212,1.593
oh,2,1.987,6.517
ohm,3,0.656,1.991
ohmmeter,8,0.181,1.292
oho,3,-0.951,2.246
oil,3,2.576,4.613
oilbird,7,-0.671,1.292
oilcan,6,0.733,2.137
oilcloth,8,1.289,1.593
oiled,5,2.44,2.769
oiler,5,1.287,2.137
oilfield,8,1.208,1.292
oiliness,8,1.328,1.292
oillamp,7,0.424,1.292
oilman,6,0.828,2.246
oilpaper,8,0.523,1.769
oilseed,7,0.867,1.292
oilskin,7,0.927,1.593
oilstone,8,0.357,1.292
oily,4,2.302,2.991
oink,4,1.652,3.04
ointment,8,2.427,3.216
ok,2,1.746,5.706
okapi,5,-0.413,1.292
okay,4,2.429,6.302
okra,4,1.346,2.723
old,3,2.431,5.784
olden,5,0.996,3.032
older,5,2.274,4.621
oldfangled,10,0.39,1.292
oldfashioned,12,1.195,1.292
oldie,5,1.949,2.672
oldish,6,1.011,1.292
oldness,7,0.888,1.593
oldster,7,0.204,1.292
oldwife,7,-0.074,1.292
oleaginous,10,-0.624,1.292
oleander,8,0.631,1.991
olecranon,9,-1.194,1.593
olefin,6,-0.525,1.292
oleic,5,-0.433,2.438
oleo,4,-0.05,1.292
oleograph,9,-0.224,1.292
oleomargarine,13,-0.298,1.593
oleoresin,9,-0.592,1.292
olfaction,9,0.646,1.292
olfactory,9,1.027,2.672
oligarch,8,0.912,1.593
oligarchic,10,0.64,1.292
oligarchical,12,0.88,1.593
oligarchy,9,0.977,2.246
oligomer,8,-0.964,1.292
oligopolistic,13,-0.198,1.292
oligopoly,9,0.415,1.292
oligotrophic,12,-0.023,1.292
oliguria,8,-1.003,1.292
olio,4,-0.523,1.593
olive,5,2.576,3.867
olivewood,9,0.746,1.292
olivine,7,-0.268,1.292
olla,4,-0.874,2.571
ology,5,-0.231,1.991
olympic,7,2.172,3.604
olympics,8,2.447,3.63
ombudsman,9,0.572,2.195
omega,5,2.187,3.178
omelet,6,1.587,3.378
omelette,8,2.319,3.084
omen,4,2.426,3.236
omerta,6,-0.665,1.292
omicron,7,0.047,2.654
ominous,7,2.056,3.131
ominously,9,1.963,1.593
omissible,9,0.867,1.292
omission,8,1.992,2.614
omit,4,2.144,2.468
omnibus,7,1.457,1.991
omnidirectional,15,1.241,1.593
omnificent,10,0.727,1.292
omnipotence,11,1.691,2.292
omnipotent,10,1.993,2.593
omnipresence,12,1.749,1.292
omnipresent,11,1.802,2.137
omniscience,11,1.362,1.991
omniscient,10,1.935,2.547
omnisciently,12,1.055,1.292
omnivore,8,1.881,1.292
omnivorous,10,1.823,1.769
omnivorously,12,1.227,1.292
on,2,2.249,6.842
onboard,7,1.789,3.676
once,4,2.576,5.537
oncogene,8,-0.517,1.292
oncogenic,9,-0.281,1.292
oncologic,9,0.702,1.292
oncologist,10,1.577,2.945
oncology,8,1.713,2.797
oncoming,8,2.025,2.654
one,3,2.576,6.487
oneness,7,1.226,2.634
onerous,7,1.042,1.769
onerously,9,0.695,1.292
oneself,7,1.766,3.333
onetime,7,0.609,1.991
ongoing,7,2.087,3.341
onion,5,2.239,3.628
onionskin,9,0.796,1.292
oniony,6,0.379,1.292
online,6,2.164,3.827
onlooker,8,1.903,1.769
only,4,2.436,6.034
onomatopoeia,12,1.278,1.292
onomatopoeic,12,0.697,1.292
onomatopoeically,16,0.495,1.292
onomatopoetic,13,0.684,1.292
onomatopoetically,17,0.452,1.292
onrush,6,0.319,1.292
onrushing,9,0.409,1.769
onscreen,8,1.582,1.991
onset,5,2.024,2.935
onshore,7,1.507,2.371
onside,6,1.01,1.991
onslaught,9,1.936,2.547
onstage,7,1.644,3.313
ontic,5,-1.081,1.292
onto,4,1.518,4.564
ontogenesis,11,-0.197,1.292
ontogenetic,11,-0.289,1.292
ontogenetically,15,0.036,1.292
ontogeny,8,-0.257,1.292
ontological,11,0.669,1.894
ontologically,13,0.574,1.292
ontologism,10,0.014,1.292
ontology,8,0.673,2.07
onus,4,0.582,2.07
onward,6,2.24,3.195
onwards,7,2.01,2.614
onyx,4,1.785,2.547
oocyte,6,-0.396,1.292
oodles,6,1.404,2.672
oogenesis,9,-0.348,1.292
oolong,6,0.422,2.195
oomph,5,1.035,2.823
oops,4,2.171,4.038
ooze,4,2.16,2.739
ooziness,8,1.052,1.292
oozy,4,1.113,1.769
op,2,0.326,3.568
opacity,7,1.23,1.593
opal,4,1.62,3.016
opalescence,11,0.851,1.292
opalescent,10,0.989,1.292
opaque,6,2.109,2.137
opaquely,8,1.428,1.292
opaqueness,10,1.726,1.292
open,4,2.576,5.505
opencast,8,0.406,1.292
opener,6,2.336,3.532
openhanded,10,1.856,1.292
openhandedly,12,1.505,1.292
openhandedness,14,1.214,1.292
openhearted,11,1.718,1.292
openheartedly,13,1.703,1.292
openheartedness,15,1.596,1.292
opening,7,2.318,4.584
openly,6,2.325,3.329
openmouthed,11,1.773,1.292
openness,8,1.97,2.614
openwork,8,0.373,1.292
opera,5,2.172,4.233
operability,11,1.18,1.292
operable,8,1.969,2.406
operagoer,9,0.143,1.292
operand,7,-0.039,1.292
operant,7,0.639,1.292
operate,7,2.576,4.126
operatic,8,1.2,2.468
operatically,12,0.922,1.292
operating,9,2.322,4.058
operation,9,2.439,4.642
operational,11,2.576,3.584
operationalization,18,0.508,1.292
operationalize,14,0.844,1.292
operative,9,2.236,3.515
operatively,11,1.587,1.593
operator,8,2.322,4.215
operatory,9,0.615,1.292
opercula,8,-0.92,1.292
operculum,9,-0.639,1.593
operetta,8,1.105,2.195
operon,6,-1.023,1.292
ophidian,8,-0.369,1.292
ophthalmic,10,0.55,1.593
ophthalmologic,14,0.824,1.292
ophthalmological,16,1.041,1.292
ophthalmologist,15,1.211,2.468
ophthalmology,13,1.112,2.07
ophthalmoscope,14,0.512,1.292
opiate,6,1.439,2.614
opine,5,0.73,2.137
opinion,7,2.053,4.623
opinionate,10,1.111,1.292
opinionated,11,2.324,2.739
opinionatedly,13,0.558,1.292
opinionative,12,0.444,1.292
opinioned,9,0.933,1.593
opioid,6,0.509,1.292
opium,5,2.154,3.353
opossum,7,1.297,1.991
opponent,8,2.32,3.674
opportune,9,1.781,2.468
opportunely,11,0.771,1.769
opportunism,11,1.865,1.593
opportunist,11,2.433,2.571
opportunistic,13,2.102,2.468
opportunistically,17,1.799,1.292
opportunity,11,2.325,4.612
opposability,12,1.023,1.292
opposable,9,1.895,2.571
oppose,6,2.436,3.337
opposed,7,2.576,3.84
opposing,8,2.576,3.432
opposite,8,2.576,4.182
oppositely,10,0.72,1.292
oppositeness,12,0.518,1.292
opposition,10,2.43,3.485
oppositional,12,1.936,1.292
oppositionist,13,1.383,1.292
oppress,7,1.915,2.371
oppressed,9,2.229,3.111
oppression,10,2.148,3.178
oppressive,10,2.26,2.973
oppressively,12,2.058,1.292
oppressiveness,14,1.844,1.593
oppressor,9,2.126,2.723
opprobrious,11,-0.436,1.292
opprobrium,10,-0.356,1.292
oppugn,6,-1.437,1.292
oppugner,8,-1.459,1.292
ops,3,0.601,3.624
opsonic,7,-0.84,1.292
opt,3,1.919,2.614
optative,8,-0.517,1.292
optic,5,2.19,3.016
optical,7,2.443,3.048
optically,9,2.113,1.593
optician,8,1.676,1.991
optics,6,2.137,2.86
optimal,7,2.038,2.496
optimality,10,0.657,1.292
optimism,8,2.431,3.195
optimist,8,2.331,3.189
optimistic,10,2.32,3.532
optimistically,14,2.07,1.593
optimization,12,2.122,1.593
optimize,8,2.431,2.07
optimum,7,2.097,2.823
option,6,2.576,4.159
optional,8,2.576,3.063
optionally,10,1.786,1.292
optoelectronic,14,0.093,1.292
optometrist,11,1.877,2.468
optometry,9,1.598,1.769
opulence,8,1.563,2.07
opulent,7,1.625,2.195
opulently,9,1.161,1.292
opus,4,1.2,2.964
or,2,2.15,6.231
oracle,6,2.335,3.353
oracular,8,0.605,1.292
oral,4,2.576,3.636
orally,6,2.227,2.634
orange,6,2.261,4.348
orangeade,9,0.694,1.593
orangeroot,10,-0.093,1.292
orangery,8,-0.024,1.292
orangewood,10,0.413,1.292
orangey,7,0.373,1.593
orangutan,9,1.553,2.769
orate,5,0.919,1.769
oration,7,1.131,1.991
orator,6,1.332,2.246
oratorical,10,0.874,1.292
oratorio,8,0.195,1.769
oratory,7,1.286,2.292
orb,3,1.803,3.441
orbed,5,-0.23,2.672
orbicular,9,0.064,1.292
orbit,5,2.44,3.753
orbital,7,2.115,3.105
orbiter,7,1.515,1.991
orbitofrontal,13,0.517,1.292
orc,3,0.768,2.614
orca,4,1.565,2.823
orchard,7,2.256,3.287
orchardist,10,0.304,1.292
orchestra,9,2.576,3.742
orchestral,10,2.055,2.333
orchestrate,11,2.176,2.468
orchestration,13,1.71,2.137
orchestrator,12,1.763,1.292
orchid,6,2.423,3.337
orchidaceous,12,-0.426,1.593
ordain,6,1.716,2.292
ordainment,10,1.256,1.292
ordeal,6,2.217,3.378
order,5,2.182,5.194
orderable,9,1.064,1.292
ordered,7,2.264,4.567
orderliness,11,1.523,1.769
orderly,7,2.422,3.642
ordinal,7,1.032,1.292
ordinance,9,2.243,3.231
ordinarily,10,2.442,3.329
ordinariness,12,0.907,1.593
ordinary,8,2.319,4.28
ordinate,8,1.567,1.593
ordination,10,1.405,2.07
ordinator,9,0.671,1.292
ordnance,8,0.689,2.973
ordure,6,-0.37,1.292
ore,3,1.766,3.221
oregano,7,1.683,2.925
organ,5,2.576,3.861
organdy,7,-0.285,2.07
organelle,9,0.156,1.292
organic,7,2.326,3.636
organically,11,2.245,2.246
organism,8,2.576,3.313
organismic,10,0.365,1.593
organist,8,1.779,2.614
organization,12,2.44,4.117
organizational,14,1.954,2.571
organizationally,16,1.387,1.292
organize,8,2.448,3.636
organized,9,2.25,4.008
organizer,9,2.185,2.654
organogenesis,13,-0.043,1.292
orgasm,6,2.334,3.622
orgasmic,8,2.159,2.438
orgiastic,9,-0.042,1.991
orgy,4,1.945,3.236
oriel,5,-0.222,1.292
orient,6,2.015,3.206
oriental,8,2.185,3.419
orientalism,11,1.146,1.292
orientalist,11,0.818,1.292
orientate,9,1.237,1.593
orientation,11,2.32,3.389
orifice,7,1.675,2.783
oriflamme,9,-1.144,1.292
origami,7,1.944,2.894
origin,6,2.576,3.65
original,8,2.576,4.45
originality,11,2.3,2.783
originally,10,2.267,3.843
originate,9,2.439,2.496
origination,11,1.363,1.991
originative,11,0.475,1.292
originator,10,2.18,1.894
oriole,6,0.704,2.07
orison,6,-0.675,2.333
ormer,5,-1.385,1.593
ormolu,6,-1.141,1.769
ornament,8,2.111,3.063
ornamental,10,1.898,2.292
ornamentally,12,1.593,1.292
ornamentation,13,1.506,1.894
ornate,6,1.97,2.333
ornately,8,1.626,1.292
orneriness,10,0.403,1.593
ornery,6,0.927,3.077
ornithine,9,-0.33,1.292
ornithological,14,0.881,1.894
ornithologist,13,1.08,1.991
ornithology,11,0.972,1.991
orogeny,7,-0.768,1.292
orotund,7,-0.73,1.769
orphan,6,2.435,3.76
orphanage,9,2.243,3.73
orphaned,8,2.132,2.614
orphic,6,-0.226,1.593
orphism,7,-0.155,1.292
orpiment,8,-1.575,1.292
orrery,6,-0.754,1.292
orris,5,-1.061,1.593
orrisroot,9,-0.834,1.292
ort,3,-0.534,1.991
orthicon,8,-0.444,1.292
orthocenter,11,0.283,1.292
orthochromatic,14,0.371,1.292
orthoclase,10,-0.914,1.593
orthoclastic,12,-0.141,1.292
orthodontia,11,0.948,1.292
orthodontic,11,2.024,1.894
orthodontics,12,2.243,1.769
orthodontist,12,2.147,2.707
orthodox,8,2.25,3.024
orthodoxy,9,1.386,1.991
orthogenesis,12,0.665,1.292
orthogenetic,12,0.885,1.292
orthogonal,10,0.053,1.292
orthogonally,12,0.181,1.292
orthographic,12,1.023,1.593
orthographical,14,0.902,1.292
orthographically,16,0.91,1.292
orthography,11,0.987,1.593
orthomolecular,14,0.382,1.292
orthopedic,10,2.114,2.723
orthopedically,14,1.638,1.593
orthopedics,11,1.879,1.894
orthopedist,11,1.452,2.406
orthophosphate,14,0.304,1.292
orthopraxis,11,0.123,1.292
orthopraxy,10,-0.12,1.292
orthopsychiatry,15,0.106,1.292
orthorhombic,12,-0.474,1.292
orthostatic,11,0.392,1.292
orthotic,8,0.76,1.593
orthotropic,11,0.537,1.292
ortolan,7,-1.159,1.292
orzo,4,0.114,1.292
oscillate,9,1.87,1.894
oscillating,11,1.842,2.195
oscillation,11,1.481,2.07
oscillator,10,1.422,2.571
oscillatory,11,1.34,1.292
oscilloscope,12,1.058,1.991
oscine,6,-0.636,1.292
oscines,7,-0.953,1.292
osculate,8,0.458,1.292
osculation,10,0.227,1.894
osier,5,-0.739,1.292
osmic,5,-0.809,1.292
osmium,6,-0.364,1.593
osmosis,7,1.768,2.496
osmotic,7,0.508,1.894
osprey,6,1.266,1.593
osselet,7,-0.45,1.292
osseous,7,-0.314,1.769
ossicle,7,-0.227,1.292
ossific,7,-0.409,1.292
ossification,12,0.665,1.593
ossified,8,0.555,1.593
ossify,6,0.399,1.292
ossuary,7,-0.051,1.593
ostensible,10,1.108,1.894
ostensibly,10,1.231,2.522
ostensive,9,0.638,1.292
ostentation,11,1.17,1.292
ostentatious,12,1.647,2.707
ostentatiously,14,1.532,1.593
osteoarthritis,14,1.491,1.292
osteoblast,10,0.169,1.292
osteoclast,10,-0.009,1.292
osteoid,7,0.16,1.292
osteopath,9,1.192,2.371
osteopathic,11,1.26,1.292
osteopathy,10,1.338,1.292
osteoporosis,12,1.944,2.292
osteoporotic,12,0.362,1.292
ostinato,8,-0.865,1.769
ostomy,6,-0.047,1.593
ostracism,9,1.203,1.894
ostracize,9,1.625,1.593
ostrich,7,2.063,2.982
other,5,2.249,5.866
otherness,9,0.876,1.894
otherwise,9,2.243,4.618
otherworld,10,1.179,1.593
otherworldliness,16,1.247,1.292
otherworldly,12,1.528,2.406
otiose,6,-0.867,1.292
otitis,6,-0.349,2.333
otolaryngologist,16,-0.08,1.292
otolaryngology,14,-0.189,1.292
otology,7,0.089,1.292
otophone,8,-0.479,1.292
otosclerosis,12,0.127,1.769
ototoxicity,11,-0.512,1.292
otter,5,2.075,3.137
ottoman,7,1.595,2.522
oubliette,9,-0.066,2.07
ouch,4,2.177,4.04
ought,5,2.023,4.907
ouija,5,1.025,2.614
ounce,5,2.324,3.608
our,3,2.318,6.146
ours,4,2.243,4.548
ourself,7,1.022,2.69
ourselves,9,2.133,4.719
oust,4,1.728,1.894
ouster,6,0.48,1.894
out,3,2.408,6.587
outage,6,1.919,2.634
outback,7,2.431,2.973
outbalance,10,0.781,1.292
outbid,6,2.03,2.634
outbluff,8,0.493,1.292
outboard,8,1.348,2.754
outbound,8,2.038,2.522
outbox,6,1.809,1.894
outbrave,8,-0.295,1.292
outbreak,8,2.432,3.292
outbreed,8,0.813,1.292
outbuilding,11,1.292,2.371
outburst,8,2.576,3.167
outcast,7,2.576,3.124
outcaste,8,0.14,1.292
outclass,8,1.445,1.593
outcome,7,2.332,3.597
outcrop,7,1.33,1.292
outcropping,11,1.548,1.593
outcross,8,0.36,1.292
outcry,6,1.993,2.406
outcurve,8,0.18,1.292
outdate,7,1.749,1.292
outdated,8,2.44,2.915
outdistance,11,0.871,1.593
outdo,5,1.55,2.723
outdoor,7,1.987,3.265
outdoors,8,2.421,3.325
outdoorsman,11,1.813,1.991
outdoorsy,9,1.46,2.406
outdraw,7,1.065,2.195
outdrink,8,0.722,1.769
outdrive,8,0.721,1.894
outer,5,2.053,3.958
outermost,9,2.017,1.991
outerwear,9,1.913,1.593
outface,7,0.335,1.292
outfall,7,0.579,1.292
outfield,8,2.093,2.406
outfielder,10,1.655,2.07
outfight,8,0.495,1.894
outfighting,11,0.537,1.292
outfit,6,2.054,4.399
outfitter,9,2.329,1.769
outflank,8,1.345,2.468
outflanking,11,1.243,1.292
outflow,7,1.859,2.195
outfox,6,1.004,1.769
outgain,7,0.644,1.292
outgas,6,-0.168,1.292
outgeneral,10,-0.42,1.292
outgiving,9,0.475,1.292
outgo,5,0.305,1.593
outgoing,8,2.167,3.251
outgoingness,12,0.917,1.292
outgrow,7,2.031,2.634
outgrowing,10,2.027,1.593
outgrowth,9,1.299,1.769
outguess,8,0.65,1.769
outgun,6,1.004,1.593
outhaul,7,-0.037,1.292
outhit,6,-0.224,1.292
outhouse,8,1.949,2.883
outhunt,7,0.066,1.292
outing,6,2.251,3.008
outkick,7,0.315,1.292
outlaid,7,0.824,1.292
outland,7,1.331,1.292
outlander,9,1.591,1.593
outlandish,10,2.039,2.547
outlandishly,12,2.053,1.292
outlandishness,14,1.813,1.292
outlast,7,1.941,2.593
outlaw,6,2.182,3.468
outlawry,8,-0.308,1.769
outlay,6,1.508,2.137
outlearn,8,0.696,1.292
outlet,6,2.425,3.305
outlier,7,0.946,1.292
outline,7,2.344,3.313
outlined,8,2.426,2.905
outliner,8,1.366,1.292
outlive,7,1.906,3.055
outlook,7,2.576,3.309
outlying,8,2.036,2.547
outman,6,-0.122,1.292
outmaneuver,11,1.372,1.991
outmarch,8,0.478,1.292
outmatch,8,1.459,1.292
outmode,7,0.841,2.07
outmoded,8,1.062,2.246
outmost,7,1.307,1.292
outnumber,9,1.835,2.894
outnumbered,11,2.136,3.329
outpace,7,1.772,1.292
outpatient,10,1.814,2.797
outperform,10,1.744,1.894
outpitch,8,0.587,1.292
outplace,8,0.57,1.292
outplacement,12,0.838,1.769
outplay,7,1.278,1.769
outplayed,9,1.843,2.07
